t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,calib_gx_bias_lsb,calib_gy_bias_lsb,calib_gz_bias_lsb,calib_g_T_x_lsb,calib_g_T_y_lsb,calib_g_T_z_lsb,calib_valid
1166,1981,-479,3412,-342,-363,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1168,1964,-465,3426,-346,-362,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1170,2020,-479,3401,-356,-362,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1172,2016,-499,3435,-347,-365,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1174,2033,-491,3426,-347,-369,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1176,2020,-486,3432,-345,-358,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1178,1982,-479,3409,-349,-359,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1180,1967,-496,3411,-342,-356,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1182,1972,-500,3401,-344,-368,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1184,2009,-487,3424,-352,-370,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1186,2000,-472,3458,-343,-358,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1188,2032,-483,3418,-346,-356,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1190,1998,-484,3449,-349,-357,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1192,2034,-485,3453,-355,-369,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1194,1962,-484,3444,-345,-370,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1196,2007,-488,3437,-341,-361,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1198,1975,-496,3455,-355,-359,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1200,1988,-465,3421,-347,-362,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1202,1960,-491,3414,-359,-366,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1204,2010,-500,3445,-360,-365,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1206,2038,-478,3434,-350,-360,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1208,1979,-484,3407,-342,-363,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1210,2039,-478,3449,-359,-362,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1212,1981,-491,3457,-344,-356,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1214,1993,-493,3422,-359,-368,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1216,2017,-466,3414,-348,-363,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1218,1976,-462,3434,-355,-358,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1220,1978,-467,3456,-359,-358,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1222,2014,-472,3405,-344,-361,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1224,1972,-486,3455,-354,-365,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1226,1960,-469,3438,-358,-369,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1228,2034,-467,3408,-360,-356,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1230,2004,-488,3420,-345,-363,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1232,1964,-469,3446,-345,-363,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1234,1996,-485,3434,-357,-364,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1236,2011,-497,3446,-346,-360,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1238,1995,-484,3459,-357,-359,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1240,2014,-472,3457,-356,-357,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1242,2036,-488,3436,-341,-356,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1244,1989,-468,3434,-352,-357,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1246,1962,-485,3433,-348,-367,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1248,2030,-486,3436,-344,-362,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1250,1983,-472,3459,-345,-365,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1252,1972,-493,3418,-350,-364,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1254,1968,-486,3426,-357,-362,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1256,2031,-473,3420,-341,-367,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1258,2039,-489,3420,-341,-363,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1260,2008,-464,3416,-342,-362,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1262,2008,-479,3400,-350,-360,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1264,2025,-478,3441,-343,-369,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1266,2029,-469,3445,-343,-368,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1268,2013,-481,3403,-353,-366,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1270,2034,-489,3407,-342,-368,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1272,1988,-464,3444,-348,-363,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1274,1987,-498,3437,-343,-368,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1276,1978,-464,3453,-356,-359,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1278,2000,-473,3421,-344,-366,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1280,1988,-469,3457,-344,-366,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1282,1985,-464,3444,-356,-362,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1284,1975,-464,3423,-353,-365,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1286,2011,-479,3411,-359,-367,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1288,1969,-499,3437,-355,-362,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1290,1972,-500,3449,-353,-356,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1292,1962,-475,3417,-355,-367,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1294,2035,-465,3433,-348,-370,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1296,1986,-490,3437,-357,-361,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1298,2029,-462,3436,-359,-363,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1300,2016,-471,3421,-345,-359,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1302,1987,-463,3417,-345,-365,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1304,2013,-462,3455,-348,-362,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1306,1970,-494,3436,-358,-362,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1308,2029,-486,3457,-346,-358,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1310,2017,-480,3419,-353,-369,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1312,1963,-493,3423,-341,-356,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1314,1962,-484,3424,-345,-360,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1316,2038,-485,3441,-355,-370,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1318,2035,-488,3454,-343,-360,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1320,1974,-468,3427,-355,-367,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1322,2027,-480,3458,-349,-361,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1324,1993,-477,3442,-347,-361,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1326,1966,-474,3442,-351,-363,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1328,1963,-493,3421,-345,-358,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1330,1981,-464,3426,-341,-366,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1332,1994,-496,3402,-341,-370,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1334,2031,-485,3416,-344,-368,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1336,2002,-470,3456,-356,-368,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1338,2039,-498,3442,-349,-367,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1340,1968,-466,3411,-345,-359,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1342,1983,-484,3403,-347,-359,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1344,2000,-462,3438,-354,-368,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1346,2038,-489,3457,-355,-366,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1348,1997,-489,3420,-345,-364,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1350,1983,-496,3434,-341,-361,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1352,2030,-500,3437,-359,-357,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1354,2026,-464,3413,-341,-364,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1356,2027,-499,3402,-349,-370,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1358,2002,-487,3430,-351,-367,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1360,1985,-472,3446,-351,-366,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1362,2035,-464,3440,-356,-363,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1364,2026,-488,3400,-348,-356,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1366,2012,-490,3422,-348,-357,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1368,2037,-500,3428,-353,-359,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1370,1967,-472,3445,-345,-359,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1372,2016,-496,3439,-342,-360,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1374,1971,-482,3449,-357,-358,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1376,1990,-498,3413,-343,-363,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1378,2032,-485,3414,-349,-365,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1380,1975,-470,3458,-351,-366,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1382,1979,-463,3420,-354,-369,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1384,1962,-485,3408,-352,-370,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1386,2014,-482,3406,-356,-369,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1388,2010,-481,3420,-344,-356,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1390,1971,-491,3410,-353,-360,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1392,2014,-483,3453,-352,-365,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1394,1966,-484,3447,-356,-366,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1396,1986,-489,3416,-357,-364,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1398,1960,-491,3442,-343,-356,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1400,1974,-466,3445,-356,-359,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1402,2007,-495,3459,-347,-367,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1404,1985,-462,3435,-343,-360,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1406,2011,-464,3426,-341,-364,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1408,1990,-467,3401,-354,-369,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1410,2021,-485,3459,-345,-363,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1412,1972,-496,3415,-342,-366,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1414,1992,-470,3453,-349,-368,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1416,1972,-482,3413,-343,-358,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1418,1999,-498,3410,-359,-367,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1420,2020,-472,3448,-359,-369,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1422,2026,-500,3417,-352,-362,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1424,2023,-479,3457,-359,-367,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1426,2016,-465,3435,-349,-367,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1428,2006,-494,3408,-348,-356,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1430,2034,-488,3441,-343,-360,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1432,1972,-487,3420,-360,-367,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1434,2002,-482,3445,-359,-366,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1436,2028,-484,3421,-360,-359,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1438,2001,-489,3403,-358,-365,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1440,1966,-482,3410,-352,-358,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1442,1996,-462,3454,-344,-364,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1444,1978,-492,3456,-342,-357,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1446,1976,-466,3407,-346,-359,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1448,2030,-488,3457,-352,-356,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1450,2028,-494,3448,-350,-362,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1452,1988,-463,3407,-358,-362,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1454,1973,-494,3401,-347,-359,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1456,1998,-500,3448,-348,-366,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1458,1988,-468,3418,-356,-362,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1460,1963,-485,3453,-344,-356,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1462,2016,-497,3425,-341,-360,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1464,1988,-494,3414,-343,-361,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1466,2006,-466,3457,-341,-370,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1468,2012,-466,3418,-352,-359,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1470,1988,-498,3449,-347,-358,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1472,1968,-489,3447,-350,-364,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1474,2012,-476,3400,-343,-364,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1476,1999,-465,3436,-357,-363,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1478,2019,-484,3447,-354,-365,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1480,2000,-500,3412,-348,-357,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1482,2016,-495,3418,-349,-370,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1484,2024,-484,3426,-348,-359,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1486,2006,-476,3414,-349,-359,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1488,1960,-477,3450,-352,-369,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1490,1991,-480,3426,-352,-363,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1492,1989,-473,3423,-358,-366,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1494,2017,-475,3407,-356,-370,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1496,1997,-470,3425,-342,-356,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1498,2031,-465,3430,-359,-358,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1500,2036,-496,3440,-354,-358,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1502,1991,-472,3421,-344,-368,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1504,2003,-468,3458,-352,-358,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1506,2009,-496,3440,-352,-360,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1508,2033,-493,3405,-350,-370,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1510,2034,-492,3437,-358,-356,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1512,1969,-486,3412,-355,-362,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1514,2001,-463,3432,-357,-367,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1516,2001,-466,3453,-346,-370,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1518,1993,-500,3423,-344,-368,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1520,1960,-488,3415,-359,-364,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1522,1974,-471,3454,-342,-369,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1524,1964,-480,3406,-344,-369,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1526,1970,-494,3419,-341,-363,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1528,1981,-488,3449,-358,-358,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1530,1991,-484,3405,-352,-358,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1532,2000,-495,3447,-341,-369,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1534,2036,-480,3403,-360,-361,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1536,1989,-497,3425,-360,-361,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1538,1978,-477,3410,-350,-363,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1540,1999,-475,3448,-352,-361,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1542,1979,-466,3435,-359,-368,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1544,1996,-474,3437,-354,-356,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1546,2014,-493,3419,-359,-360,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1548,1990,-486,3458,-359,-369,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1550,2023,-489,3404,-353,-359,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1552,2006,-477,3452,-353,-358,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1554,2031,-462,3407,-347,-356,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1556,1960,-500,3424,-353,-367,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1558,1962,-469,3433,-345,-368,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1560,1983,-481,3414,-351,-367,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1562,2021,-489,3410,-351,-360,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1564,2025,-473,3437,-350,-366,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1566,2016,-500,3418,-354,-363,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1568,1981,-464,3451,-353,-364,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1570,2007,-481,3431,-358,-356,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1572,2024,-463,3435,-343,-357,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1574,1975,-477,3451,-350,-364,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1576,2008,-461,3413,-357,-360,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1578,2019,-478,3430,-356,-362,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1580,1963,-491,3432,-343,-366,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1582,2028,-477,3448,-348,-367,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1584,1978,-483,3446,-352,-357,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1586,2030,-479,3454,-358,-368,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1588,2020,-479,3414,-357,-358,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1590,1986,-474,3404,-352,-364,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1592,1967,-471,3449,-345,-368,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1594,2007,-468,3420,-347,-367,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1596,1960,-477,3444,-356,-367,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1598,1985,-461,3417,-346,-367,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1600,2019,-477,3419,-349,-362,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1602,2039,-482,3433,-341,-358,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1604,2032,-499,3441,-344,-369,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1606,1981,-477,3429,-349,-356,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1608,2013,-475,3405,-360,-361,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1610,1970,-493,3429,-352,-360,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1612,1986,-468,3444,-347,-360,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1614,2039,-478,3453,-354,-365,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1616,2010,-486,3403,-352,-358,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1618,2039,-489,3438,-341,-370,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1620,2031,-485,3448,-350,-368,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1622,1975,-488,3424,-357,-364,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1624,1993,-498,3457,-352,-363,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1626,1977,-469,3430,-350,-365,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1628,1997,-478,3433,-354,-360,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1630,2004,-472,3445,-357,-360,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1632,1963,-470,3433,-355,-367,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1634,1962,-484,3452,-355,-365,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1636,1991,-488,3431,-353,-360,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1638,2022,-485,3415,-350,-362,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1640,2032,-489,3425,-356,-370,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1642,2018,-492,3415,-358,-370,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1644,1990,-476,3427,-358,-357,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1646,2017,-478,3436,-357,-367,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1648,2017,-486,3451,-356,-361,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1650,2028,-481,3430,-346,-356,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1652,2029,-482,3410,-350,-367,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1654,2019,-483,3410,-358,-361,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1656,2038,-465,3417,-341,-357,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1658,2019,-488,3427,-349,-369,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1660,2006,-487,3413,-343,-367,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1662,2028,-494,3458,-348,-356,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1664,2019,-472,3405,-352,-362,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1666,1984,-482,3433,-357,-364,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1668,1976,-485,3425,-351,-356,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1670,2023,-472,3421,-345,-367,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1672,1981,-495,3443,-357,-359,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1674,1985,-472,3452,-342,-360,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1676,2010,-489,3438,-346,-370,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1678,2020,-477,3411,-359,-368,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1680,1974,-492,3416,-356,-369,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1682,2014,-499,3457,-355,-359,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1684,2007,-479,3453,-358,-370,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1686,1968,-468,3430,-352,-370,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1688,1991,-497,3451,-346,-361,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1690,2005,-495,3410,-358,-358,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1692,1971,-481,3420,-358,-360,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1694,2004,-471,3428,-343,-361,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
1696,1976,-463,3426,-350,-368,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
